Comments,SCHOOL NAME,FIELD,Grande Ecole or Ecole Spécialisée,PROGRAM NAME,SPECIALISATION,INTAKE,LEVEL OF ENTRY,CITY,PRICE,LENGHT,LANGUAGE,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Marketing et Communication,,Fall,BAC+3,Paris,9900,2,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Marketing et Communication,,Fall,BAC+4,Paris,10900,1,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,"Mastère Communication digitale, réseaux sociaux et influence",,Fall,BAC+3,Paris,9900,2,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,"Mastère Communication digitale, réseaux sociaux et influence",,Fall,BAC+4,Paris,10900,1,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Communication politique et lobbying,,Fall,BAC+3,Paris,9900,2,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Management des Achats,,Fall,BAC+3,Paris,9900,2,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Management des Achats,,Fall,BAC+4,Paris,10900,1,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Supply Chain et E-Logistique,,"Fall, Spring",BAC+3,Paris,9900,2,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Supply Chain et E-Logistique,,"Fall, Spring",BAC+4,Paris,10900,1,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Business Development ,,Fall,BAC+3,Paris,9900,2,French,,,,,,,
,ESGCI (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Business Development ,,"Fall, Spring",BAC+4,Paris,10900,1,French,,,,,,,
,ESIEE Paris,Engineering 🛠,Grande Ecole 👑,MSc Management of technology - Information systems,,Fall,BAC+4,Champs-sur-Marne,10500,1.5,English,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,Bachelor Informatique & Cybersécurité,,Fall,BAC,Paris,7500,3,French,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,Bachelor Technologie & Management,,Fall,BAC,Paris,7500,3,French,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,Cycle pré-ingénieur intégré,,"Fall, Spring",BAC,Paris,10900,2,French,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,Programme Grande École Ingénieur,Objets connectés & cybersécurité/Data et intelligence artificielle/Cloud computing & cybersécurité/Ingénierie financière/Fintech/Actuariat/Modélisation et mécanique numérique/Industrie et robotique/Énergie et villes durables/MedTech & Santé/Agritech & Food Security (Fr)/Creative Technology (Fr)/,"Fall, Spring",BAC,Paris,10900,5,French,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,Master in Engineering (Master Grande École) ,Cybersecurity & IOT Trust/Objets connectés & cybersécurité/Data Engineering & AI/Data et intelligence artificielle/Cybersecurity & Cloud Computing/Cloud computing & cybersécurité/Financial Engineering/Ingénierie financière/Fintech (Both)/Actuarial Science/Actuariat/Modelling & Computational Mechanics/Modélisation et mécanique numérique/Industry & Robotics/Industrie et robotique/Energy & Sustainable Cities/Énergie et villes durables/MedTech & Health/MedTech & Santé/Agritech & Food Security (Both)/Creative Technology (Both)/,Fall,BAC+3,Paris,10900,2,Both,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,MSc Computer Science & Data Science,,Fall,BAC+3,Paris,12900,1,English,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,MSc Innovation & Creative Technology,,Fall,BAC+3,Paris,12900,1,English,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,MSc Cyber Resilience & Crisis Leadership,,Fall,BAC+3,Paris,12900,1,English,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,MSc Financial Engineering,,Fall,BAC+3,Paris,12900,1,English,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,MSc Aeronautical & Aerospatial Engineering,,Fall,BAC+3,Paris,12900,1,English,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,MSc Fintech & Digital Banking,,Fall,BAC+3,Paris,12900,1,English,,,,,,,
Deadline is 30th of June for non EU students,ESILV (Léonard de Vinci),Engineering 🛠,Grande Ecole 👑,MSc Computer Graphics & Game Engineering,,Fall,BAC+3,Paris,12900,1,English,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Finance,Finance d'entreprise/Finance de marché,Fall,BAC,Paris,8500,3,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Data Science,,Fall,BAC,Paris,7500,3,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Banque-Assurance,,Fall,BAC+2,Paris,8000,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,Diplôme d'Etudes Supérieures en Finance,Finance quantitative/Ingénierie financière/Finance durable/Audit et Contrôle de gestion/,Fall,BAC+3,Paris,13100,2,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Finance & Data Performance,,Fall,BAC+3,Paris,13100,2,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Finance & Data Performance,,Fall,BAC+4,Paris,13100,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Ingénieur d'Affaires,,Fall,BAC+3,Paris,12500,2,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Ingénieur d'Affaires,,Fall,BAC+4,Paris,13500,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Logistique et Management de la Supply Chain,,"Fall, Spring",BAC+3,Paris,9400,2,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Droit des Affaires,Droit des Affaires Internationales - Spécialisation Management et Finance/Droit des Affaires Internationales - Spécialisation Conformité et Gestion des Risques,"Fall, Spring",BAC+3,Paris,9500,2,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Droit des Affaires,Droit des Affaires Internationales - Spécialisation Management et Finance/Droit des Affaires Internationales - Spécialisation Conformité et Gestion des Risques,Fall,BAC+4,Paris,9300,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Management et Marketing du luxe,,Fall,BAC+3,Paris,13100,2,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Management et Marketing du luxe,,Fall,BAC+4,Paris,14300,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Finance,Audit et contrôle de gestion/Finance durable/Trading quantitatif/Ingénierie financière,Fall,BAC+3,Paris,13100,2,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Finance,Audit et contrôle de gestion/Finance durable/Trading quantitatif/Ingénierie financière,Spring,BAC+3,Paris,11500,2,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Data Science,,Fall,BAC+3,Paris,9200,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Trading - Finance de marché,,"Fall, Spring",BAC+4,Paris,14300,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Gestion de patrimoine et Banque - Assurance,,Fall,BAC+4,Paris,9300,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Droit des Affaires Internationales - Spécialisation Management et Finance,,Fall,BAC+4,Paris,9300,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MBA Droit des Affaires Internationales - Spécialisation Conformité et Gestion des Risques,,Fall,BAC+4,Paris,9300,1,French,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MSc Purchasing & Supply Chain Management,,"Fall, Spring",BAC+3,Paris,12950,1.5,English,,,,,,,
,ESLSCA,Business School  📈,Ecole Spécialisée 🧢 ,MSc Project Management,,"Fall, Spring",BAC+3,Paris,12950,1.5,English,,,,,,,
No student in France,ESMD (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Formation attaché(e) juridique,,Fall,BAC,Paris,7300,2,French,,,,,,,
No student in France,ESMD (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor droit des entreprises et RH,,Fall,BAC+2,Paris,7300,1,French,,,,,,,
No student in France,ESMD (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère juriste compliance,,Fall,BAC+3,Paris,8700,2,French,,,,,,,
No student in France,ESMD (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère juriste d’affaires & legaltech,,Fall,BAC+3,Paris,8700,2,French,,,,,,,
No student in France,ESMD (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère juriste des contrats,,Fall,BAC+3,Paris,8700,2,French,,,,,,,
No student in France,ESMD (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère juriste compliance du secteur financier,,Fall,BAC+3,Paris,8700,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication & Publicité,,"Fall, Spring",BAC,Paris,8100,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication & Publicité,,"Fall, Spring",BAC,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",8300,2,English,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication & Publicité,,"Fall, Spring",BAC,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie de Communication & Marketing,,"Fall, Spring",BAC,Paris,8100,3,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie de Communication & Marketing,,Fall,BAC,Paris,8300,3,English,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie de Communication & Marketing,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,3,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie Digitale,,"Fall, Spring",BAC,Paris,8100,3,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie Digitale,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",8300,3,English,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Stratégie Digitale,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,3,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Événementiel,,"Fall, Spring",BAC,Paris,8100,3,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Événementiel,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",8300,3,English,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Événementiel,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,3,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor International Marketing and Communication,,Fall,BAC,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",8300,3,English,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Année passerelle Marketing & Communication,,Fall,BAC+2,Paris,8100,1,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Année passerelle Marketing & Communication,,Fall,BAC+2,"Bordeaux, Lille, Lyon, Nantes, Toulouse",7750,1,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Marketing de l’entertainment & des industries créatives,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Marketing d’influence & événementiel,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Stratégie Média & Activation Digitale,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Direction artistique & Digital Design,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Stratégie de marque & Brand Content,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Communication corporate & institutionnelle,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESP École supérieure de Publicité (Groupe AD Education),Business School  📈,Ecole Spécialisée 🧢 ,Mastère International Marketing & Communication Strategy,,Fall,BAC+3,"Bordeaux, Lille, Lyon, Nantes, Paris, Toulouse",10000,2,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Bachelor in International Management,International Business Developer/,Fall,BAC,"Angers, Lyon, Paris",10800,3,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Bachelor en Management International,Entrepreneuriat et Innovation/,Fall,BAC,"Aix-en-Provence, Angers, Bordeaux, Lyon, Strasbourg",10800,3,French,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Programme Grande École,Corporate Finance/International Business and Management/Banking and Financial Engineering/Marketing & Customer Experience/Marketing & Digital Communication/All Masters of Science are available/,Fall,BAC,"Angers, Lyon, Paris",14045,5,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Programme Grande École,Audit Expertise/Conseil/Entrepreneuriat et innovation/Gestion des prix et des revenus/,Fall,BAC,"Aix-en-Provence, Angers, Bordeaux, Lyon, Paris",14045,5,French,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),Corporate Finance/International Business and Management/Banking and Financial Engineering/Marketing & Customer Experience/Marketing & Digital Communication/All Masters of Science are available/,Fall,BAC+3,"Aix-en-Provence, Angers, Bordeaux, Lyon, Paris",14500,2,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),Audit Expertise/Conseil/Entrepreneuriat et innovation/Gestion des prix et des revenus/,Fall,BAC+3,"Angers, Lyon",14500,2,French,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in Management of Artificial Intelligence,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in Finance and Data Analytics,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in Sustainable Management & Social Impact,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in International Luxury Management,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc in Global Business Management,,Fall,BAC+4,Paris,18400,1.5,English,,,,,,,
,ESSCA Business School ,Business School  📈,Grande Ecole 👑,MSc Gestion de Patrimoine et Banque Privée,,Fall,BAC+4,Lyon,18400,1.5,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Bachelor Sciences et Ingénierie - Manager de la construction,,Fall,BAC,"Cachan, Dijon, Orléans",7800,3,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Bachelor technologique - Conducteur de travaux,,Fall,BAC,Cachan,7100,3,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Bachelor Architecture & construction,,Fall,BAC,Troyes,7800,3,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Bachelor GéoData et génie civil,,Fall,BAC,Cachan,7100,3,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Programme Grande École Ingénieur,"Conception et construction bas carbone /Construction 4.0/Développement immobilier et usage/Génie civil écologique/Nuclear Civil Engineering/Infrastructures routières et aménagements durables/Infrastructures et travaux souterrains/Digital Twins and AI/Modélisation des structures complexes/Production d'énergie, transport et stockage, Smart grid/Rénovation et réhabilitation du patrimoine bâti/SIG, topographie et numérique/Urbanisme durable et décarboné/",Fall,BAC,"Cachan, Dijon, Orléans, Troyes",7800,5,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Programme Grande École Ingénieur,"Conception et construction bas carbone /Construction 4.0/Développement immobilier et usage/Génie civil écologique/Nuclear Civil Engineering/Infrastructures routières et aménagements durables/Infrastructures et travaux souterrains/Digital Twins and AI/Modélisation des structures complexes/Production d'énergie, transport et stockage, Smart grid/Rénovation et réhabilitation du patrimoine bâti/SIG, topographie et numérique/Urbanisme durable et décarboné/",Fall,BAC,Cachan,7100,5,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Master in Engineering (Master Grande École) ,"Conception et construction bas carbone /Construction 4.0/Développement immobilier et usage/Génie civil écologique/Nuclear Civil Engineering/Infrastructures routières et aménagements durables/Infrastructures et travaux souterrains/Digital Twins and AI/Modélisation des structures complexes/Production d'énergie, transport et stockage, Smart grid/Rénovation et réhabilitation du patrimoine bâti/SIG, topographie et numérique/Urbanisme durable et décarboné/",Fall,BAC+3,"Cachan, Dijon, Orléans, Troyes",9700,2,Both,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Master in Engineering (Master Grande École) ,Travaux Publics/Génie énergétique de la construction durable (GECD),Fall,BAC+3,"Aix-en-Provence, Cachan",0,2,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® Maîtrise d'ouvrage et gestion immobilière MOGI,,Fall,BAC+5,Paris,15750,1,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® Maîtrise d'ouvrage et gestion immobilière MOGI,,Fall,BAC+5,Paris,15750,1.5,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® conception intégrée et cycle de vie du bâtiment et des infrastructures BIM ,,Fall,BAC+5,Paris,17000,1.5,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® Responsable Bas Carbone de Projets de Construction RBC,,Fall,BAC+5,Paris,13500,1.5,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® Maîtrise d'Œuvre en Travaux de Génie Écologique TGE,,Fall,BAC+5,Paris,13500,1.5,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® management et techniques en entreprise générale MTEG,,Fall,BAC+5,Paris,13000,1.5,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® management de l'immobilier et des services MIS,,Fall,BAC+5,Paris,15750,1,French,,,,,,,
Closed,ESTP,Engineering 🛠,Grande Ecole 👑,Mastère Spécialisé® management dans les entreprises de construction AMEC,,Fall,BAC+5,Paris,15750,1,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,Bachelor First Year Program,,"Fall, Spring",BAC,La Rochelle,9800,1,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,Bachelor First Year Program,,Spring,BAC,Paris,9800,1,English,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,Bachelor in Business,"Management commercial /Marketing Digital et Relation Client/Entrepreneuriat durable/International Business/Tourisme, animation et évènementiel /Gestion et négociation immobilière/Gestion de la santé et du bien-être /Management commercial /Management et évènementiel du sport/International Business /Management des Achats et de la Supply Chain/Conseiller particulier Banque-Assurances/Communication digitale /",Fall,BAC,"La Rochelle, Orléans, Tours",9600,3,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,BBA International,International Sales Management    /International Corporate Finance    /Sustainable performance Management   /,Fall,BAC,"La Rochelle, Paris",12400,4,Both,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,Programme Grande École,All Masters of Science are available/,Fall,BAC,"La Rochelle, Paris, Tours",14000,5,Both,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc in Brand Management,,Fall,BAC+3,La Rochelle,12900,2,English,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Ingénieur d'Affaires,,Fall,BAC+3,"La Rochelle, Orléans",12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Digital Marketing,,Fall,BAC+3,Paris,12900,2,English,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Digital Marketing,,Fall,BAC+3,"La Rochelle, Orléans, Tours",0,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc International Event Marketing and Management,,Fall,BAC+3,La Rochelle,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Marketing et Management des Ventes,,Fall,BAC+3,"La Rochelle, Orléans, Tours",12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc in Sustainable Luxury & Creative Industries,,Fall,BAC+3,Paris,12900,2,English,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Stratégie et Développement des Ressources Humaines,,Fall,BAC+3,Tours,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc in International Business Management,,Fall,BAC+3,"La Rochelle, Paris",12900,2,English,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Stratégies du Développement durable et de la RSE,,Fall,BAC+3,La Rochelle,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Audit-Conseil et Contrôle,,Fall,BAC+3,"La Rochelle, Orléans",12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Banque et Chargé d'Affaires,,Fall,BAC+3,La Rochelle,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc in International Corporate Finance,,Fall,BAC+3,La Rochelle,12900,2,English,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc in Sustainable Finance,,Fall,BAC+3,Paris,12900,2,English,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Contrôle de Gestion et Business Intelligence,,Fall,BAC+3,Tours,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Management Intégré des Achats et de la Supply Chain,,Fall,BAC+3,"La Rochelle, Orléans, Tours",12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc in Sustainable Global Supply Chain Management,,Fall,BAC+3,Paris,12900,2,English,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Management du Tourisme et de l'Événementiel ,,Fall,BAC+3,Paris,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Gestion des Services Immobiliers,,Fall,BAC+3,Tours,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Management de la Santé – Prévention et Bien-Être ,,Fall,BAC+3,Orléans,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Management de la Santé – Prévention et Bien-Être ,,Fall,BAC+3,La Rochelle,12900,2,French,,,,,,,
,EXCELIA Business School,Business School  📈,Grande Ecole 👑,MSc Gestion de patrimoine,,Fall,BAC+3,Tours,12900,2,French,,,,,,,
,FERRANDI Paris,Arts Schools 🎭,Grande Ecole 👑,Bachelor in Culinary Arts and Entrepreneurship,French Cuisine/ French Pastry/,Fall,BAC,Paris,14700,3,English,,,,,,,
,FERRANDI Paris,Arts Schools 🎭,Grande Ecole 👑,Bachelor in Culinary Arts and Entrepreneurship,French Cuisine/ French Pastry/,Fall,BAC,"Bordeaux, Paris, Rennes",14700,3,French,,,,,,,
,FERRANDI Paris,Arts Schools 🎭,Grande Ecole 👑,Bachelor in F&B and Hospitality Management,"Luxury & Hotel Chain management /F&B Entrepreneurship & Events/F&B Entrepreneurship & Events/Luxury Hotel, Resort and Park Management/Luxury Hotel, Resort and Park Management/Luxury Hotel Spa & Thalasso Management/Wine Management & Tourism/",Fall,BAC,Paris,13900,3,English,,,,,,,
,FERRANDI Paris,Arts Schools 🎭,Grande Ecole 👑,Bachelor in F&B and Hospitality Management,"Luxury & Hotel Chain management /F&B Entrepreneurship & Events/F&B Entrepreneurship & Events/Luxury Hotel, Resort and Park Management/Luxury Hotel, Resort and Park Management/Luxury Hotel Spa & Thalasso Management/Wine Management & Tourism/",Fall,BAC,"Bordeaux, Paris, Rennes",13900,3,French,,,,,,,
,FERRANDI Paris,Arts Schools 🎭,Grande Ecole 👑,MSc in Hospitality Management,,"Fall, Spring",BAC+3,"Bordeaux, Paris, Rennes",13900,2,Both,,,,,,,
,FFOLLOZZ (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Marketing d’influence,,Fall,BAC,Paris,8450,3,French,,,,,,,
,FFOLLOZZ (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Professionnel Marketing d’Influence ,,Fall,BAC+3,Paris,0,2,French,,,,,,,
,FFOLLOZZ (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Professionnel Marketing d’Influence ,,Fall,BAC+4,Paris,0,1,French,,,,,,,
